Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
388	31/03/2017	12:17:18	 5.523	174.750	-3.731	 2.219	195.984	  -0.3	 0.993	170.046	 -0.00	 0.197	146.841	 -1.47	 5.048	 2.099	  0.92	  0.94	5.43572817988752	6.83075345997349	 23.67	 23.58	 26.67	 25.89	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
389	31/03/2017	12:17:20	 5.418	174.671	-3.531	 2.226	195.975	  -0.3	 0.993	170.046	 -0.00	 0.197	146.841	 -1.47	 5.068	 2.107	  0.92	  0.94	5.45493683155655	6.85489182001038	 23.67	 23.58	 26.68	 25.90	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
390	31/03/2017	12:17:22	 5.575	174.482	-5.043	 2.239	195.964	  -0.3	 0.993	170.046	 -0.02	 0.197	146.841	 -1.47	 5.088	 2.115	  0.92	  0.94	5.47753869049484	6.88329422003153	 23.67	 23.58	 26.68	 25.89	13.673	13.313	13.000	13.3283333333529	0.0436666666646488	
391	31/03/2017	12:17:25	 5.574	174.271	-3.770	 2.245	195.946	  -0.4	 0.996	170.040	 -0.07	 0.197	146.841	 -1.47	 5.112	 2.124	  0.93	  0.95	5.49277883879404	6.90244559998973	 23.67	 23.58	 26.68	 25.89	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
392	31/03/2017	12:17:27	 5.499	174.179	-3.576	 2.260	195.925	  -0.3	 0.997	170.040	 -0.00	 0.197	146.841	 -1.47	 5.143	 2.138	  0.93	  0.95	5.5391331487117	6.96069628000259	 23.67	 23.58	 26.69	 25.89	13.671	13.313	13.001	13.3283333333529	0.0436666666646488	
393	31/03/2017	12:17:31	 5.553	173.851	-5.145	 2.276	195.914	  -0.3	 0.998	170.043	  0.03	 0.197	146.841	 -1.47	 5.180	 2.152	  0.93	  0.95	5.55802486789617	6.9844363700031	 23.67	 23.58	 26.70	 25.90	13.672	13.313	13.001	13.3286666666827	0.0433333333348855	
394	31/03/2017	12:17:34	 5.633	173.708	-3.618	 2.284	195.890	  -0.3	 0.998	170.045	  0.04	 0.197	146.841	 -1.47	 5.212	 2.165	  0.92	  0.95	5.59618380761094	7.03238842000428	 23.67	 23.58	 26.70	 25.89	13.671	13.312	13.001	13.3279999999941	0.0440000000235159	
395	31/03/2017	12:17:37	 5.685	173.506	-5.281	 2.303	195.876	  -0.3	 0.998	170.047	  0.04	 0.197	146.841	 -1.47	 5.237	 2.176	  1.79	  1.81	5.63632699898881	7.08283396001207	 23.67	 23.58	 26.70	 25.89	13.671	13.313	13.001	13.3283333333238	0.0436666666937526	
396	31/03/2017	12:17:39	 5.777	173.216	-3.849	 2.312	195.854	  -0.2	 1.676	169.608	-20.00	 0.197	146.841	 -1.47	 5.263	 2.189	  1.51	  1.55	5.66373102080979	7.11727094998787	 23.67	 23.58	 26.70	 25.89	13.671	13.313	13.001	13.3286666666536	0.0433333333639894	
397	31/03/2017	12:17:41	 5.643	173.147	-3.656	 2.320	195.846	  -0.2	 1.534	169.608	-20.00	 0.197	146.841	 -1.47	 5.282	 2.198	  1.40	  1.41	5.70022264133149	7.15066033001494	 23.67	 23.58	 26.70	 25.89	13.672	13.313	13.002	13.3290000000125	0.0433333333639894	
398	31/03/2017	12:17:44	 5.795	172.967	-5.376	 2.331	195.830	  -0.3	 1.393	169.608	-20.00	 0.197	146.841	 -1.47	 5.315	 2.210	  1.30	  1.32	5.71514585718978	7.18188088998431	 23.67	 23.58	 26.70	 25.89	13.671	13.313	13.001	13.3283333333238	0.0436666666937526	
399	31/03/2017	12:17:47	 5.773	172.703	-4.570	 2.347	195.807	  -0.3	 1.355	169.608	-20.00	 0.197	146.841	 -1.47	 5.354	 2.223	  1.25	  1.27	5.74959465717257	7.22517062999395	 23.67	 23.58	 26.71	 25.89	13.670	13.312	13.001	13.3276666666643	0.0440000000235159	
400	31/03/2017	12:17:51	 5.887	172.460	-5.474	 2.369	195.792	  -0.4	 1.311	169.608	-20.00	 0.197	146.841	 -1.47	 5.399	 2.242	  1.23	  1.25	5.79479837502731	7.28197542999987	 23.67	 23.58	 26.71	 25.89	13.671	13.312	13.001	13.3279999999941	0.0440000000235159	
401	31/03/2017	12:17:54	 5.796	172.172	-3.726	 2.378	195.764	  -0.3	 1.304	169.608	-20.00	 0.197	146.841	 -1.47	 5.433	 2.255	  1.22	  1.24	5.82021814521431	7.32244701001036	 23.67	 23.58	 26.71	 25.89	13.671	13.312	13.001	13.3279999999941	0.0440000000235159	
402	31/03/2017	12:17:57	 5.826	171.896	-5.495	 2.392	195.742	  -0.3	 1.295	169.608	-20.00	 0.197	146.841	 -1.47	 5.465	 2.268	  1.22	  1.24	5.8524243299762	7.35439051002322	 23.67	 23.59	 26.72	 25.90	13.670	13.312	13.001	13.3276666666643	0.0443333333532792	
403	31/03/2017	12:18:00	 5.993	171.709	-5.013	 2.406	195.722	  -0.3	 1.293	169.608	-20.00	 0.197	146.841	 -1.47	 5.496	 2.281	  1.22	  1.23	5.878677759727	7.40588365998701	 23.67	 23.59	 26.71	 25.89	13.671	13.312	13.001	13.3276666666643	0.0443333333532792	
404	31/03/2017	12:18:04	 5.981	171.444	-4.558	 2.419	195.705	  -0.5	 1.295	169.587	-20.00	 0.197	146.841	 -1.47	 5.529	 2.302	  1.26	  1.28	5.97573038418341	7.50934182998753	 23.67	 23.59	 26.71	 25.89	13.670	13.311	13.001	13.3273333333345	0.0446666666830424	
405	31/03/2017	12:18:06	 5.947	171.325	-4.048	 2.441	195.681	   0.0	 1.390	169.530	 -3.93	 0.197	146.841	 -1.47	 5.548	 2.311	  1.40	  1.42	6.00370970206131	7.54450176000682	 23.67	 23.59	 26.72	 25.89	13.670	13.312	13.002	13.3276666666643	0.0443333333532792	
406	31/03/2017	12:18:08	 6.101	171.200	-4.119	 2.443	195.678	   0.0	 1.496	169.469	 -2.91	 0.197	146.841	 -1.47	 5.572	 2.316	  1.57	  1.60	5.98950300800061	7.54515109997737	 23.67	 23.59	 26.72	 25.90	13.670	13.312	13.002	13.3279999999941	0.0440000000235159	
407	31/03/2017	12:18:10	 6.116	170.951	-3.794	 2.450	195.662	  -0.4	 1.759	169.309	 -3.12	 0.197	146.841	 -1.47	 5.600	 2.330	  1.77	  1.79	6.04097641330009	7.59133260001545	 23.67	 23.59	 26.73	 25.91	13.670	13.312	13.002	13.3279999999941	0.0440000000235159	
408	31/03/2017	12:18:12	 5.981	170.886	-3.600	 2.469	195.645	   0.0	 1.900	169.222	 -3.23	 0.197	146.841	 -1.47	 5.621	 2.342	  1.97	  1.99	6.08764765565866	7.64998155000649	 23.67	 23.59	 26.73	 25.92	13.670	13.313	13.002	13.3283333333238	0.0436666666937526	
409	31/03/2017	12:18:14	 6.036	170.661	-5.185	 2.472	195.645	   0.0	 2.187	169.046	 -3.42	 0.197	146.841	 -1.47	 5.646	 2.346	  2.18	  2.20	6.06748820666689	7.6146744200305	 23.67	 23.59	 26.73	 25.92	13.670	13.313	13.002	13.3283333333238	0.0436666666937526	
410	31/03/2017	12:18:17	 6.112	170.526	-4.717	 2.479	195.631	  -0.4	 2.340	168.967	-20.00	 0.197	146.841	 -1.47	 5.673	 2.359	  2.19	  2.20	6.10961564967147	7.66761344999395	 23.67	 23.59	 26.73	 25.90	13.671	13.313	13.002	13.3283333333238	0.0436666666937526	
411	31/03/2017	12:18:19	 6.104	170.423	-5.066	 2.493	195.622	  -0.3	 2.235	168.967	-20.00	 0.197	146.841	 -1.47	 5.694	 2.371	  2.08	  2.10	6.15628689201549	7.73800690998178	 23.67	 23.59	 26.74	 25.89	13.671	13.313	13.002	13.3286666666536	0.0433333333639894	
412	31/03/2017	12:18:21	 6.206	170.185	-4.229	 2.503	195.613	  -0.3	 2.132	168.967	-20.00	 0.197	146.841	 -1.47	 5.719	 2.376	  2.05	  2.07	6.14348915362643	7.71267374000308	 23.67	 23.59	 26.74	 25.92	13.670	13.314	13.002	13.3286666666536	0.0433333333639894	
413	31/03/2017	12:18:23	 6.134	170.072	-3.847	 2.508	195.604	  -0.4	 2.115	168.967	-20.00	 0.197	146.841	 -1.47	 5.740	 2.386	  2.03	  2.05	6.16353146483743	7.74534017997939	 23.67	 23.59	 26.73	 25.93	13.670	13.314	13.003	13.3290000000125	0.0430000000051223	
414	31/03/2017	12:18:25	 6.301	169.936	-4.790	 2.524	195.586	  -0.3	 2.106	168.967	-20.00	 0.197	146.841	 -1.47	 5.765	 2.396	  2.02	  2.04	6.19547928601969	7.80398912999226	 23.67	 23.59	 26.74	 25.93	13.670	13.314	13.002	13.3286666666536	0.0433333333639894	
415	31/03/2017	12:18:28	 6.328	169.683	-5.367	 2.539	195.576	  -0.3	 2.096	168.967	-20.00	 0.197	146.841	 -1.47	 5.800	 2.409	  2.02	  2.04	6.22570121911849	7.81847819998802	 23.67	 23.59	 26.74	 25.93	13.669	13.313	13.002	13.3279999999941	0.0440000000235159	
416	31/03/2017	12:18:31	 6.195	169.583	-3.907	 2.545	195.555	  -0.4	 2.093	168.967	-20.00	 0.197	146.841	 -1.47	 5.833	 2.423	  2.01	  2.03	6.27743298797577	7.88847339001222	 23.68	 23.59	 26.74	 25.93	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
417	31/03/2017	12:18:34	 6.374	169.179	-4.644	 2.566	195.527	  -0.3	 2.088	168.967	-20.00	 0.197	146.841	 -1.47	 5.877	 2.442	  2.01	  2.03	6.31585029124835	7.93675010999868	 23.68	 23.59	 26.75	 25.93	13.669	13.312	13.003	13.3279999999941	0.0440000000235159	
418	31/03/2017	12:18:39	 6.284	169.055	-4.902	 2.589	195.495	  -0.4	 2.086	168.967	-20.00	 0.197	146.841	 -1.47	 5.922	 2.460	  2.01	  2.03	6.35906975744001	7.99106141999073	 23.68	 23.59	 26.75	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
419	31/03/2017	12:18:41	 6.318	168.826	-3.738	 2.598	195.485	  -0.3	 2.090	168.965	-10.00	 0.197	146.841	 -1.47	 5.944	 2.468	  2.03	  2.05	6.38109632035048	8.01874088001205	 23.68	 23.59	 26.75	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
420	31/03/2017	12:18:43	 6.340	168.591	-3.943	 2.605	195.476	  -0.3	 2.119	168.945	 -0.97	 0.197	146.841	 -1.47	 5.965	 2.479	  2.07	  2.09	6.42040585210634	8.06813880999107	 23.67	 23.59	 26.75	 25.93	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
421	31/03/2017	12:18:45	 6.510	168.421	-4.972	 2.616	195.462	  -0.3	 2.142	168.934	 -0.68	 0.197	146.841	 -1.47	 5.991	 2.487	  2.10	  2.12	6.42092257925833	8.07980972001678	 23.68	 23.59	 26.78	 25.93	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
422	31/03/2017	12:18:47	 6.376	168.357	-3.756	 2.623	195.452	  -0.3	 2.167	168.922	 -0.48	 0.197	146.841	 -1.47	 6.017	 2.498	  2.13	  2.15	6.44237384611915	8.10499569000967	 23.68	 23.59	 26.77	 25.93	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
423	31/03/2017	12:18:50	 6.420	168.109	-5.506	 2.640	195.433	  -0.3	 2.219	168.897	 -0.45	 0.197	146.841	 -1.47	 6.040	 2.509	  2.16	  2.18	6.48565188119392	8.16364463999344	 23.68	 23.59	 26.76	 25.93	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
424	31/03/2017	12:18:52	 6.547	167.960	-5.032	 2.647	195.424	  -0.3	 2.243	168.885	 -0.45	 0.197	146.841	 -1.47	 6.067	 2.520	  2.20	  2.22	6.51305590303673	8.17459260999749	 23.68	 23.59	 26.76	 25.93	13.669	13.312	13.003	13.3276666666643	0.0440000000235159	
425	31/03/2017	12:18:54	 6.464	167.862	-3.805	 2.660	195.406	  -0.3	 2.272	168.871	 -0.46	 0.197	146.841	 -1.47	 6.089	 2.529	  2.23	  2.25	6.54045992487227	8.21900355999242	 23.68	 23.59	 26.76	 25.92	13.669	13.313	13.003	13.3283333333238	0.0436666666937526	
426	31/03/2017	12:18:56	 6.502	167.698	-4.607	 2.669	195.396	  -0.3	 2.327	168.858	 -0.46	 0.197	146.841	 -1.47	 6.115	 2.539	  2.27	  2.29	6.55768432487821	8.25166999999783	 23.68	 23.59	 26.77	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
427	31/03/2017	12:18:58	 6.623	167.458	-5.139	 2.682	195.381	  -0.3	 2.353	168.832	 -0.46	 0.197	146.841	 -1.47	 6.142	 2.549	  2.30	  2.32	6.56978962945868	8.25586043996736	 23.68	 23.59	 26.76	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
428	31/03/2017	12:19:01	 6.550	167.374	-4.131	 2.684	195.377	  -0.4	 2.379	168.821	 -0.45	 0.197	146.841	 -1.47	 6.163	 2.555	  2.34	  2.36	6.5963599917377	8.28924982002354	 23.68	 23.59	 26.76	 25.93	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
429	31/03/2017	12:19:03	 6.651	167.136	-4.662	 2.708	195.352	  -0.5	 2.429	168.797	 -0.45	 0.197	146.841	 -1.47	 6.190	 2.572	  2.37	  2.39	6.66793427713856	8.37919293003506	 23.68	 23.59	 26.76	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
430	31/03/2017	12:19:05	 6.615	167.031	-4.147	 2.715	195.346	   0.0	 2.454	168.786	 -0.43	 0.197	146.841	 -1.47	 6.220	 2.580	  2.41	  2.43	6.65116803538695	8.3581237999897	 23.68	 23.59	 26.76	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
431	31/03/2017	12:19:07	 6.625	166.817	-5.193	 2.715	195.340	  -0.6	 2.503	168.764	 -0.43	 0.197	146.841	 -1.47	 6.242	 2.587	  2.45	  2.47	6.65904647311982	8.35555670996837	 23.68	 23.60	 26.77	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
432	31/03/2017	12:19:09	 6.771	166.671	-4.732	 2.742	195.312	  -0.5	 2.528	168.755	 -0.43	 0.197	146.841	 -1.47	 6.271	 2.606	  2.48	  2.50	6.74137567638536	8.48250390002795	 23.68	 23.60	 26.77	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
433	31/03/2017	12:19:12	 6.765	166.462	-3.661	 2.752	195.303	   0.0	 2.577	168.733	 -0.41	 0.197	146.841	 -1.47	 6.294	 2.615	  2.52	  2.54	6.75207202541787	8.48492379001982	 23.68	 23.60	 26.77	 25.93	13.668	13.313	13.003	13.3276666666643	0.0443333333532792	
434	31/03/2017	12:19:14	 6.756	166.368	-3.993	 2.752	195.302	  -0.5	 2.601	168.723	 -0.40	 0.197	146.841	 -1.47	 6.318	 2.617	  2.55	  2.58	6.72909466513374	8.45532657997683	 23.68	 23.60	 26.78	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
435	31/03/2017	12:19:16	 6.764	166.240	-4.766	 2.757	195.287	  -0.6	 2.629	168.711	 -0.40	 0.197	146.841	 -1.47	 6.349	 2.637	  2.59	  2.61	6.81481707566854	8.56554228000459	 23.68	 23.60	 26.78	 25.93	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
436	31/03/2017	12:19:18	 6.804	166.113	-5.019	 2.784	195.267	   0.0	 2.686	168.690	 -0.40	 0.197	146.841	 -1.47	 6.370	 2.646	  2.63	  2.64	6.83146617964667	8.58469365998462	 23.68	 23.60	 26.78	 25.93	13.668	13.312	13.003	13.3276666666643	0.0443333333532792	
437	31/03/2017	12:19:20	 6.951	165.867	-3.890	 2.784	195.267	   0.0	 2.708	168.680	 -0.38	 0.197	146.841	 -1.47	 6.400	 2.649	  2.66	  2.68	6.80196076839638	8.54761598000186	 23.68	 23.60	 26.78	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
438	31/03/2017	12:19:23	 6.797	165.774	-3.912	 2.798	195.244	  -0.6	 2.734	168.670	 -0.38	 0.197	146.841	 -1.47	 6.427	 2.669	  2.70	  2.72	6.89562018558354	8.66531215001305	 23.68	 23.60	 26.78	 25.92	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
439	31/03/2017	12:19:25	 6.831	165.541	-3.711	 2.815	195.230	   0.0	 2.786	168.650	 -0.37	 0.197	146.841	 -1.47	 6.450	 2.677	  2.74	  2.76	6.90887608224148	8.68197003999376	 23.68	 23.60	 26.78	 25.93	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
440	31/03/2017	12:19:27	 6.975	165.404	-5.412	 2.815	195.230	  -0.5	 2.808	168.642	 -0.36	 0.197	146.841	 -1.47	 6.479	 2.681	  2.77	  2.79	6.88077962663374	8.66942899000423	 23.68	 23.60	 26.79	 25.93	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
441	31/03/2017	12:19:29	 6.980	165.180	-3.841	 2.835	195.203	  -0.6	 2.862	168.622	 -0.36	 0.197	146.841	 -1.47	 6.504	 2.700	  2.81	  2.83	6.96112457825802	8.76612963003572	 23.68	 23.60	 26.79	 25.92	13.667	13.313	13.003	13.3276666666643	0.0440000000235159	
442	31/03/2017	12:19:31	 6.947	165.081	-3.744	 2.844	195.198	   0.0	 2.887	168.613	 -0.34	 0.197	146.841	 -1.47	 6.528	 2.704	  2.84	  2.86	6.94691788419732	8.73902590999205	 23.68	 23.60	 26.79	 25.92	13.668	13.313	13.003	13.3279999999941	0.0440000000235159	
443	31/03/2017	12:19:34	 7.014	164.943	-4.421	 2.851	195.181	  -0.5	 2.939	168.604	 -0.34	 0.197	146.841	 -1.47	 6.557	 2.719	  2.88	  2.90	7.01452366630838	8.81473102002928	 23.68	 23.60	 26.79	 25.93	13.667	13.313	13.004	13.3279999999941	0.0440000000235159	
444	31/03/2017	12:19:36	 7.016	164.702	-4.916	 2.870	195.165	   0.0	 2.970	168.584	 -0.33	 0.197	146.841	 -1.47	 6.592	 2.732	  2.93	  2.95	7.03200642984302	8.83847111002251	 23.68	 23.60	 26.79	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
445	31/03/2017	12:19:39	 7.050	164.577	-4.602	 2.870	195.165	  -0.5	 3.024	168.575	 -0.33	 0.197	146.841	 -1.47	 6.618	 2.740	  2.96	  2.98	7.0393095715699	8.83590402001573	 23.68	 23.60	 26.80	 25.93	13.666	13.313	13.004	13.3273333333345	0.0446666666830424	
446	31/03/2017	12:19:41	 7.182	164.330	-5.518	 2.891	195.139	  -0.6	 3.049	168.558	 -0.32	 0.197	146.841	 -1.47	 6.648	 2.762	  3.01	  3.03	7.1417396549441	8.96711524999409	 23.68	 23.60	 26.81	 25.93	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
447	31/03/2017	12:19:44	 7.073	164.219	-3.987	 2.908	195.125	   0.0	 2.929	168.549	 -0.31	 0.197	146.841	 -1.47	 6.678	 2.766	  2.85	  2.87	7.111658947666	8.92931463000423	 23.68	 23.60	 26.81	 25.93	13.667	13.313	13.004	13.3279999999941	0.0440000000235159	
448	31/03/2017	12:19:46	 7.087	163.990	-3.789	 2.908	195.122	  -0.5	 2.948	168.580	 -0.12	 0.197	146.841	 -1.47	 6.696	 2.770	  2.91	  2.93	7.1195373854207	8.94669546002115	 23.68	 23.60	 26.80	 25.93	13.666	13.313	13.003	13.3276666666643	0.0443333333532792	
449	31/03/2017	12:19:48	 7.277	163.826	-5.578	 2.929	195.092	  -0.5	 2.983	168.575	 -0.16	 0.197	146.841	 -1.47	 6.724	 2.787	  2.93	  2.95	7.19847338141699	9.04588959002285	 23.68	 23.60	 26.79	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
450	31/03/2017	12:19:50	 7.292	163.748	-3.991	 2.939	195.081	   0.0	 3.011	168.571	 -0.15	 0.197	146.841	 -1.47	 6.750	 2.800	  2.95	  2.97	7.20718547873548	9.0568375599978	 23.68	 23.60	 26.79	 25.93	13.667	13.313	13.003	13.3276666666643	0.0443333333532792	
451	31/03/2017	12:19:52	 7.182	163.527	-3.815	 2.941	195.079	  -0.5	 3.025	168.562	 -0.16	 0.197	146.841	 -1.47	 6.776	 2.802	  2.97	  2.99	7.18363282245264	9.02724035001302	 23.68	 23.60	 26.79	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
452	31/03/2017	12:19:55	 7.283	163.407	-4.575	 2.961	195.053	  -0.5	 3.054	168.558	 -0.18	 0.197	146.841	 -1.47	 6.806	 2.819	  2.99	  3.01	7.26596202571818	9.13069852000626	 23.68	 23.60	 26.83	 25.92	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
453	31/03/2017	12:19:57	 7.255	163.184	-4.052	 2.974	195.040	   0.0	 3.070	168.548	 -0.18	 0.197	146.841	 -1.47	 6.829	 2.834	  3.01	  3.03	7.30469626146078	9.17937351000728	 23.68	 23.60	 26.82	 25.92	13.665	13.313	13.003	13.3270000000048	0.0450000000128057	
454	31/03/2017	12:19:59	 7.418	163.054	-4.257	 2.976	195.039	  -0.4	 3.085	168.543	 -0.18	 0.197	146.841	 -1.47	 6.855	 2.836	  3.03	  3.05	7.27576614620921	9.13304480999068	 23.68	 23.60	 26.81	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
455	31/03/2017	12:20:01	 7.269	162.956	-3.826	 2.981	195.024	  -0.8	 3.101	168.538	 -0.18	 0.197	146.841	 -1.47	 6.885	 2.851	  3.05	  3.08	7.32666425546631	9.20697936999204	 23.68	 23.60	 26.83	 25.92	13.666	13.313	13.003	13.3273333333345	0.0450000000128057	
456	31/03/2017	12:20:03	 7.306	162.710	-4.100	 3.013	195.000	  -0.6	 3.136	168.528	 -0.18	 0.197	146.841	 -1.47	 6.907	 2.868	  3.08	  3.10	7.39823854085989	9.29692247998901	 23.68	 23.60	 26.84	 25.92	13.665	13.313	13.003	13.3270000000048	0.0450000000128057	
457	31/03/2017	12:20:05	 7.490	162.543	-5.117	 3.013	195.000	   0.0	 3.152	168.523	 -0.17	 0.197	146.841	 -1.47	 6.936	 2.869	  3.10	  3.12	7.35202545675565	9.23884926998289	 23.68	 23.60	 26.84	 25.92	13.665	13.313	13.003	13.3270000000048	0.0450000000128057	
458	31/03/2017	12:20:07	 7.345	162.460	-3.854	 3.013	194.998	  -0.2	 3.170	168.518	 -0.18	 0.197	146.841	 -1.47	 6.962	 2.872	  3.12	  3.14	7.33724346671806	9.22027363002417	 23.68	 23.60	 26.84	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
459	31/03/2017	12:20:10	 7.384	162.227	-5.228	 3.022	194.981	  -0.4	 3.202	168.508	 -0.18	 0.197	146.841	 -1.47	 6.986	 2.885	  3.14	  3.16	7.38532366467552	9.28069312998559	 23.68	 23.60	 26.84	 25.93	13.666	13.313	13.003	13.3270000000048	0.0450000000128057	
460	31/03/2017	12:20:12	 7.519	162.083	-5.207	 3.038	194.964	  -0.3	 3.216	168.503	 -0.18	 0.197	146.841	 -1.47	 7.019	 2.899	  3.16	  3.19	7.41413664214633	9.31690066998999	 23.68	 23.60	 26.81	 25.92	13.666	13.313	13.003	13.3273333333345	0.0450000000128057	
461	31/03/2017	12:20:14	 7.541	161.997	-4.132	 3.044	194.956	  -0.3	 3.249	168.494	 -0.18	 0.197	146.841	 -1.47	 7.040	 2.909	  3.19	  3.21	7.4361632050568	9.3538311500306	 23.68	 23.60	 26.83	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
462	31/03/2017	12:20:16	 7.516	161.755	-3.668	 3.057	194.940	  -0.3	 3.264	168.489	 -0.17	 0.197	146.841	 -1.47	 7.068	 2.919	  3.21	  3.23	7.45818976794544	9.38151060995006	 23.68	 23.60	 26.81	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
463	31/03/2017	12:20:18	 7.538	161.630	-4.205	 3.066	194.932	  -0.3	 3.281	168.484	 -0.17	 0.197	146.841	 -1.47	 7.097	 2.929	  3.23	  3.25	7.48501849377499	9.40597364002315	 23.68	 23.60	 26.83	 25.93	13.666	13.313	13.003	13.3273333333345	0.0446666666830424	
464	31/03/2017	12:20:21	 7.560	161.504	-4.051	 3.082	194.914	  -0.3	 3.315	168.479	 -0.17	 0.197	146.841	 -1.47	 7.119	 2.940	  3.25	  3.27	7.5243280255163	9.45537156998762	 23.68	 23.60	 26.83	 25.93	13.665	13.312	13.003	13.326666666675	0.0453333333425689	
465	31/03/2017	12:20:23	 7.721	161.258	-4.975	 3.089	194.906	  -0.3	 3.332	168.470	 -0.17	 0.197	146.841	 -1.47	 7.151	 2.953	  3.27	  3.29	7.54974779571057	9.48731507000048	 23.68	 23.60	 26.82	 25.93	13.665	13.312	13.003	13.326666666675	0.0453333333425689	
466	31/03/2017	12:20:25	 7.570	161.162	-4.276	 3.105	194.889	  -0.3	 3.346	168.466	 -0.17	 0.197	146.841	 -1.47	 7.174	 2.965	  3.30	  3.32	7.5785607731741	9.52352261000487	 23.68	 23.60	 26.82	 25.93	13.665	13.312	13.003	13.326666666675	0.0453333333425689	
467	31/03/2017	12:20:27	 7.608	160.924	-5.301	 3.111	194.882	  -0.3	 3.379	168.457	 -0.17	 0.197	146.841	 -1.47	 7.204	 2.975	  3.32	  3.34	7.60654009103018	9.55868253999506	 23.68	 23.60	 26.82	 25.94	13.665	13.312	13.003	13.326666666675	0.0453333333425689	
468	31/03/2017	12:20:29	 7.789	160.746	-4.945	 3.127	194.864	  -0.3	 3.397	168.452	 -0.16	 0.197	146.841	 -1.47	 7.231	 2.985	  3.34	  3.36	7.63535306850099	9.59489007999946	 23.68	 23.60	 26.82	 25.93	13.665	13.312	13.003	13.326666666675	0.0450000000128057	
469	31/03/2017	12:20:32	 7.647	160.674	-3.703	 3.134	194.856	  -0.3	 3.413	168.447	 -0.16	 0.197	146.841	 -1.47	 7.258	 2.997	  3.36	  3.38	7.66134813469398	9.62755651999032	 23.68	 23.60	 26.82	 25.93	13.664	13.313	13.003	13.326666666675	0.0453333333425689	
470	31/03/2017	12:20:34	 7.689	160.441	-5.360	 3.149	194.840	  -0.3	 3.445	168.439	 -0.16	 0.197	146.841	 -1.47	 7.285	 3.007	  3.38	  3.40	7.68139044596319	9.65274249002687	 23.68	 23.60	 26.83	 25.93	13.664	13.313	13.003	13.326666666675	0.0453333333425689	
471	31/03/2017	12:20:36	 7.805	160.303	-4.849	 3.156	194.833	  -0.3	 3.460	168.434	 -0.16	 0.197	146.841	 -1.47	 7.315	 3.018	  3.41	  3.43	7.70284171280218	9.66972505000012	 23.68	 23.60	 26.84	 25.93	13.665	13.313	13.003	13.3270000000048	0.0450000000128057	
472	31/03/2017	12:20:38	 7.753	160.201	-3.734	 3.170	194.816	  -0.3	 3.477	168.430	 -0.16	 0.197	146.841	 -1.47	 7.339	 3.030	  3.43	  3.45	7.74356020020787	9.72089352998591	 23.68	 23.60	 26.84	 25.95	13.664	13.313	13.003	13.326666666675	0.0453333333425689	
